Song,Album,Album Release Date,Artist Names,Artist(s) Genres,Hot100 Ranking Year,Hot100 Rank,Song Length(ms),Spotify Link,Song Image,Spotify URI,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Key,Mode,Time Signature
Welcome To The Jungle,Appetite For Destruction,1987-07-21,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']",1989,74,273480,https://open.spotify.com/track/0G21yYKMZoHa30cYVi1iA8,https://i.scdn.co/image/ab67616d00001e0221ebf49b3292c3f0f575f0f5,spotify:track:0G21yYKMZoHa30cYVi1iA8,84,0.0195,0.453,0.987,0.283,0.268,-4.485,0.0889,123.544,0.316,8,1,4
Shower Me With Your Love,2nd Wave (Expanded Edition),1988,['Surface'],['contemporary r&b'],1989,75,294960,https://open.spotify.com/track/0YL8rCxASTV9uBE9Sur0Ag,https://i.scdn.co/image/ab67616d00001e0295cf89cf64d3f1c6100acdcb,spotify:track:0YL8rCxASTV9uBE9Sur0Ag,53,0.523,0.632,0.356,5.76e-06,0.0961,-10.811,0.0309,131.28,0.197,9,1,4
Stand - Remastered,Green (Remastered),1988-11-07,['R.E.M.'],"['permanent wave', 'alternative rock', 'rock', 'athens indie']",1989,76,192960,https://open.spotify.com/track/22UhQSbYimuCnvI0Y07gFX,https://i.scdn.co/image/ab67616d00001e0288039803491ebeb8e694b36c,spotify:track:22UhQSbYimuCnvI0Y07gFX,59,0.397,0.653,0.738,0.0,0.0931,-10.057,0.0285,109.322,0.932,4,1,4
Close My Eyes Forever,Platinum & Gold Collection,2004-07-09,"['Lita Ford', 'Ozzy Osbourne']","['album rock', 'metal', 'hard rock', 'nu metal', 'hel', 'alternative metal', 'glam metal', 'birmingham metal', 'classic rock', 'rock']",1989,77,282466,https://open.spotify.com/track/6JYU4r8D2EwW4eP7ZeUGPa,https://i.scdn.co/image/ab67616d00001e0265a16b347f16fadc21148ce0,spotify:track:6JYU4r8D2EwW4eP7ZeUGPa,40,0.304,0.451,0.333,4.37e-06,0.116,-14.383,0.0338,130.521,0.221,5,1,4
All This Time,Hold An Old Friend's Hand,1988-01-01,['Tiffany'],"['new wave pop', 'soft rock']",1989,78,261906,https://open.spotify.com/track/5jzDnEoTtwzvJfvVx52rDC,https://i.scdn.co/image/ab67616d00001e025b72c83a20e39828e53bbbe8,spotify:track:5jzDnEoTtwzvJfvVx52rDC,61,0.161,0.476,0.495,1.97e-06,0.355,-9.949,0.0301,180.191,0.446,1,1,4
After All (Love Theme From Chances Are),Heart Of Stone,1989-01-01,"['Cher', 'Peter Cetera']","['soft rock', 'dance pop', 'pop']",1989,79,244360,https://open.spotify.com/track/0ACu78PvVsOFYIKgRkKbGZ,https://i.scdn.co/image/ab67616d00001e027a1e0215c41f0ce411623301,spotify:track:0ACu78PvVsOFYIKgRkKbGZ,67,0.561,0.517,0.335,0.0,0.0876,-13.104,0.0324,138.096,0.163,4,1,4
Roni,Don't Be Cruel,1988-01-01,['Bobby Brown'],"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1989,80,358333,https://open.spotify.com/track/6mdNRnbiVerwM8kGCS1KwD,https://i.scdn.co/image/ab67616d00001e0253cf43170dc29787984cf6b4,spotify:track:6mdNRnbiVerwM8kGCS1KwD,56,0.0115,0.717,0.696,6.11e-05,0.0494,-11.94,0.0373,146.658,0.904,9,1,4
Love In An Elevator - Single Version,Big Ones,1994-01-01,['Aerosmith'],"['classic rock', 'album rock', 'hard rock', 'rock']",1989,81,321826,https://open.spotify.com/track/1l6DV8qhmCdgOKLSAFzPOe,https://i.scdn.co/image/ab67616d00001e02d5fdfcb083cb825348505a93,spotify:track:1l6DV8qhmCdgOKLSAFzPOe,60,0.00854,0.449,0.961,0.00276,0.343,-4.305,0.0701,93.956,0.602,4,1,4
Lay Your Hands On Me,Bon Jovi Greatest Hits,2010-10-29,['Bon Jovi'],"['glam metal', 'rock']",1989,82,229293,https://open.spotify.com/track/7yJYnyb2Hx4G1i12DVpead,https://i.scdn.co/image/ab67616d00001e02e04e7fe72eb2830d139eda96,spotify:track:7yJYnyb2Hx4G1i12DVpead,50,0.177,0.332,0.967,0.0,0.308,-3.859,0.0679,100.497,0.389,2,1,4
The Promise,When In Rome,1988-01-01,['When In Rome'],"['new wave', 'synthpop', 'new romantic']",1989,83,220960,https://open.spotify.com/track/48p5E25cFPanxuwCTmTpuL,https://i.scdn.co/image/ab67616d00001e02d12fd00a64529cff635a75f2,spotify:track:48p5E25cFPanxuwCTmTpuL,70,0.0864,0.629,0.876,7.72e-05,0.0431,-10.141,0.0444,118.01,0.358,0,1,4
What I Am,Shooting Rubberbands At The Stars,1988-01-01,['Edie Brickell & New Bohemians'],"['new wave pop', 'lilith', 'ectofolk']",1989,84,296360,https://open.spotify.com/track/6hHUiDe461VUoTHnsplRYs,https://i.scdn.co/image/ab67616d00001e02c4cc3c70e4896a692ca6b582,spotify:track:6hHUiDe461VUoTHnsplRYs,59,0.624,0.619,0.677,6.46e-05,0.0589,-11.728,0.0746,177.873,0.571,11,0,4
I Remember Holding You,I Remember Holding You,1989-02-14,['Boys Club Band'],[],1989,85,293079,https://open.spotify.com/track/1vg9QIylIW01JyfvDtfd4H,https://i.scdn.co/image/ab67616d00001e02e87d3e15995381bb9b046c3d,spotify:track:1vg9QIylIW01JyfvDtfd4H,21,0.307,0.609,0.843,0.000598,0.0517,-7.973,0.0447,92.48,0.762,2,0,4
Paradise City,Appetite For Destruction,1987-07-21,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']",1989,86,405600,https://open.spotify.com/track/6eN1f9KNmiWEhpE2RhQqB5,https://i.scdn.co/image/ab67616d00001e0221ebf49b3292c3f0f575f0f5,spotify:track:6eN1f9KNmiWEhpE2RhQqB5,82,0.0192,0.268,0.98,0.00709,0.182,-5.958,0.103,100.315,0.395,11,1,4
I Only Wanna Be With You,I Wanna Have Some Fun (Deluxe Edition),1988-11-01,['Samantha Fox'],"['new wave pop', 'synthpop', 'new romantic', 'hi-nrg']",1989,87,164226,https://open.spotify.com/track/22OUIfVCLTDQOlhbYGENnw,https://i.scdn.co/image/ab67616d00001e020c9672bd8f7f2a1955c414ca,spotify:track:22OUIfVCLTDQOlhbYGENnw,48,0.165,0.639,0.88,2.06e-05,0.0512,-4.285,0.0401,130.212,0.962,2,0,4
She Wants To Dance With Me,Hold Me in Your Arms,1988-11-26,['Rick Astley'],"['soft rock', 'sophisti-pop', 'new wave pop', 'synthpop', 'new romantic']",1989,88,196440,https://open.spotify.com/track/40GPRs5W6SAXCcyLNPw7O1,https://i.scdn.co/image/ab67616d00001e024b37560bb0fb287011ae6a60,spotify:track:40GPRs5W6SAXCcyLNPw7O1,51,0.0864,0.654,0.83,5.19e-05,0.268,-12.099,0.0513,118.031,0.938,6,1,4
Dreamin',The Right Stuff,1988-01-01,['Vanessa Williams'],"['contemporary r&b', 'quiet storm', 'urban contemporary']",1989,89,326506,https://open.spotify.com/track/3jQCcmUSBL21Z8Csp96Y9Q,https://i.scdn.co/image/ab67616d00001e020538d760970342f81f6fbc58,spotify:track:3jQCcmUSBL21Z8Csp96Y9Q,41,0.144,0.523,0.397,0.0,0.283,-16.407,0.0405,167.931,0.453,1,0,4
It's No Crime,Tender Lover,1989-07-07,['Babyface'],"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1989,90,241493,https://open.spotify.com/track/2zFqQ0xLiMHOVUuV5zw9Gq,https://i.scdn.co/image/ab67616d00001e02ebb1a73f409a771af1cc12ae,spotify:track:2zFqQ0xLiMHOVUuV5zw9Gq,41,0.0608,0.802,0.802,0.000252,0.0727,-6.709,0.0513,116.316,0.912,2,1,4
Poison,Trash,1989-07-25,['Alice Cooper'],"['album rock', 'metal', 'hard rock', 'protopunk', 'classic rock', 'glam metal', 'rock', 'detroit rock', 'glam rock']",1989,91,270080,https://open.spotify.com/track/5XcZRgJv3zMhTqCyESjQrF,https://i.scdn.co/image/ab67616d00001e025d149c05419231f335e35bb7,spotify:track:5XcZRgJv3zMhTqCyESjQrF,75,0.0327,0.28,0.908,8.85e-06,0.18,-5.509,0.109,118.698,0.26,2,0,4
This Time I Know It's for Real,Another Place & Time,1989-03-20,['Donna Summer'],"['disco', 'soft rock', 'hi-nrg', 'adult standards', 'new wave pop']",1989,92,218933,https://open.spotify.com/track/6ez4yXpLini3DSbaLR10qZ,https://i.scdn.co/image/ab67616d00001e02541e8d8dcbddf24fd4988116,spotify:track:6ez4yXpLini3DSbaLR10qZ,58,0.0154,0.614,0.878,0.00637,0.0486,-10.016,0.034,116.029,0.865,4,0,4
Smooth Criminal - 2012 Remaster,Bad 25th Anniversary,2012-09-18,['Michael Jackson'],"['soul', 'r&b']",1989,93,257760,https://open.spotify.com/track/2bCQHF9gdG5BNDVuEIEnNk,https://i.scdn.co/image/ab67616d00001e021bb21d27effb96a1d0fe8d6d,spotify:track:2bCQHF9gdG5BNDVuEIEnNk,77,0.247,0.853,0.981,0.468,0.306,-3.947,0.0751,118.193,0.595,8,1,4
Heaven Help Me,Spell,2010-02-25,['Deon Estus'],['sophisti-pop'],1989,94,280999,https://open.spotify.com/track/4ihqSCopukVi1gqDseWiLb,https://i.scdn.co/image/ab67616d00001e02abdd20438fd9360bc0c2491f,spotify:track:4ihqSCopukVi1gqDseWiLb,41,0.496,0.596,0.443,0.000443,0.104,-16.695,0.0337,92.255,0.743,7,1,4
Rock Wit'cha,Don't Be Cruel,1988-01-01,['Bobby Brown'],"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1989,95,289533,https://open.spotify.com/track/7BVMXNnQSswMX8IJeZUb5T,https://i.scdn.co/image/ab67616d00001e0253cf43170dc29787984cf6b4,spotify:track:7BVMXNnQSswMX8IJeZUb5T,58,0.0306,0.685,0.547,1.05e-05,0.0694,-12.417,0.0487,77.509,0.909,11,0,4
Thinking of You,Warrior (Expanded Edition),2012-11-30,['Kesha'],"['dance pop', 'pop']",1989,96,184213,https://open.spotify.com/track/58wWZX8a2sRCe213b9hjG5,https://i.scdn.co/image/ab67616d00001e0276c5c62197115a22b23ff950,spotify:track:58wWZX8a2sRCe213b9hjG5,47,0.0834,0.642,0.924,2e-06,0.106,-2.946,0.0761,132.065,0.679,6,1,4
What You Don't Know,What You Don't Know (Expanded Edition),1989-09-01,['Exposé'],"['new wave pop', 'freestyle']",1989,97,285680,https://open.spotify.com/track/4ke74jHjQAhNMWOs4XWyEr,https://i.scdn.co/image/ab67616d00001e0284e1e9d4930f71d90c64ae7e,spotify:track:4ke74jHjQAhNMWOs4XWyEr,27,0.0658,0.627,0.886,0.0,0.0509,-6.122,0.0461,119.164,0.696,3,0,4
"Surrender To Me - From ""Tequila Sunrise"" Soundtrack / Remastered",Greatest Hits 1985-1995,2000-01-01,"['Ann Wilson', 'Robin Zander']",[],1989,98,244733,https://open.spotify.com/track/0Mqlf5OTGoeUgoeqL1Mzew,https://i.scdn.co/image/ab67616d00001e02e6db88b395f063ee1ca6e0d5,spotify:track:0Mqlf5OTGoeUgoeqL1Mzew,41,0.452,0.37,0.683,8.11e-06,0.167,-5.702,0.036,148.052,0.118,11,0,4
The End Of The Innocence,The End Of The Innocence,1989-01-01,['Don Henley'],"['soft rock', 'album rock', 'heartland rock', 'yacht rock', 'singer-songwriter', 'classic rock', 'mellow gold']",1989,99,315306,https://open.spotify.com/track/3NWcFiL6oCEagrFiTdDr1m,https://i.scdn.co/image/ab67616d00001e02a6c99907120765303d628bda,spotify:track:3NWcFiL6oCEagrFiTdDr1m,63,0.306,0.623,0.425,8.65e-05,0.108,-13.045,0.0291,116.593,0.392,8,1,4
Keep On Movin',Keep On Movin',1989-01-01,"['Soul II Soul', 'Caron Wheeler']","['new wave pop', 'british soul']",1989,100,361626,https://open.spotify.com/track/7upgDi9C0pQn9HZzGfksJq,https://i.scdn.co/image/ab67616d00001e022c6504b9f170161d93079e25,spotify:track:7upgDi9C0pQn9HZzGfksJq,55,0.0264,0.676,0.386,0.00054,0.0414,-16.148,0.0633,93.139,0.671,6,0,4
Hold On,Wilson Phillips,1990-05-08,['Wilson Phillips'],"['new wave pop', 'soft rock', 'girl group', 'mellow gold']",1990,1,266866,https://open.spotify.com/track/4VZDv8sASBS8UruUBGTFdk,https://i.scdn.co/image/ab67616d00001e023168e1f416b81862ccc83594,spotify:track:4VZDv8sASBS8UruUBGTFdk,70,0.4,0.679,0.657,0.0,0.0497,-9.897,0.0255,97.8,0.546,5,1,4
"It Must Have Been Love - From the Film ""Pretty Woman""",It Must Have Been Love,1990-05-20,['Roxette'],"['swedish pop', 'europop']",1990,2,258786,https://open.spotify.com/track/6kvoHl80mfCVTv7XnZkjQn,https://i.scdn.co/image/ab67616d00001e029f42645526f8bdfcb935998d,spotify:track:6kvoHl80mfCVTv7XnZkjQn,78,0.34,0.52,0.652,5.49e-05,0.256,-6.655,0.0274,80.609,0.722,5,1,4
Nothing Compares 2 U,I Do Not Want What I Haven't Got,1990-07-01,"[""Sinéad O'Connor""]","['new wave pop', 'lilith', 'new romantic', 'singer-songwriter']",1990,3,280040,https://open.spotify.com/track/5GHY1DFWKz3Prg2V0Iodqo,https://i.scdn.co/image/ab67616d00001e024eeefa0555b6f8cc88df9ffe,spotify:track:5GHY1DFWKz3Prg2V0Iodqo,75,0.0425,0.512,0.574,2.31e-05,0.105,-7.016,0.0273,119.917,0.161,5,1,4
Poison,Poison,1990-01-01,['Bell Biv DeVoe'],"['new jack swing', 'urban contemporary', 'boy band', 'contemporary r&b', 'r&b']",1990,4,261853,https://open.spotify.com/track/6m59VvDUi0UQsB2eZ9wVbH,https://i.scdn.co/image/ab67616d00001e020ce91190aaea70dd4fe020c4,spotify:track:6m59VvDUi0UQsB2eZ9wVbH,72,0.00195,0.84,0.56,0.00417,0.633,-10.53,0.21,111.815,0.775,6,0,4
Vogue,Celebration (double disc version),2009-09-18,['Madonna'],"['dance pop', 'pop']",1990,5,316813,https://open.spotify.com/track/27QvYgBk0CHOVHthWnkuWt,https://i.scdn.co/image/ab67616d00001e021fc9fd5d701ee05cb39b7b19,spotify:track:27QvYgBk0CHOVHthWnkuWt,67,0.00379,0.737,0.88,0.00351,0.417,-6.449,0.0433,115.998,0.329,6,1,4
Vision of Love,Mariah Carey,1990-06-12,['Mariah Carey'],"['urban contemporary', 'dance pop', 'pop']",1990,6,209293,https://open.spotify.com/track/0gLQ6jhJsyYfl7PrD1RZ7X,https://i.scdn.co/image/ab67616d00001e025084c69ed3f70e8fb139e1ea,spotify:track:0gLQ6jhJsyYfl7PrD1RZ7X,60,0.433,0.256,0.464,0.0,0.121,-10.959,0.0382,205.362,0.355,5,1,3
Another Day in Paradise - 2016 Remaster,...But Seriously (Deluxe Edition),1989-11-20,['Phil Collins'],"['soft rock', 'rock drums']",1990,7,322133,https://open.spotify.com/track/1NCuYqMc8hKMb4cpNTcJbD,https://i.scdn.co/image/ab67616d00001e02fb2daafa0993f39d87a84385,spotify:track:1NCuYqMc8hKMb4cpNTcJbD,76,0.736,0.78,0.565,0.00269,0.063,-7.32,0.0306,101.967,0.365,3,0,4
Hold On,Born to Sing,1990-04-03,['En Vogue'],"['hip pop', 'new jack swing', 'urban contemporary', 'girl group', 'contemporary r&b', 'r&b']",1990,8,304466,https://open.spotify.com/track/3ZqjDpr3qCZnZBPcd0Hpj2,https://i.scdn.co/image/ab67616d00001e020e43e9832aedfcd1899471b7,spotify:track:3ZqjDpr3qCZnZBPcd0Hpj2,55,0.0865,0.728,0.464,0.0,0.343,-11.156,0.0605,96.944,0.383,1,1,4
Cradle Of Love,Charmed Life,1990-05-01,['Billy Idol'],"['new wave', 'album rock', 'soft rock', 'hard rock', 'classic rock', 'dance rock', 'rock', 'new wave pop', 'synthpop', 'new romantic']",1990,9,281466,https://open.spotify.com/track/5TSANSqPTD6nBG0NSJWmVB,https://i.scdn.co/image/ab67616d00001e029290a5f1a7e0e3e9ddb11073,spotify:track:5TSANSqPTD6nBG0NSJWmVB,54,0.0163,0.612,0.942,3.9e-06,0.0909,-4.588,0.0399,144.038,0.622,3,1,4
"Blaze Of Glory - From ""Young Guns II"" Soundtrack",Blaze Of Glory,1990-01-01,['Jon Bon Jovi'],['hard rock'],1990,10,335240,https://open.spotify.com/track/1sUTfgduT0WIQO8kXKXxLC,https://i.scdn.co/image/ab67616d00001e02573737443786e4aed4c3cff7,spotify:track:1sUTfgduT0WIQO8kXKXxLC,67,0.0564,0.55,0.618,2.62e-05,0.0937,-9.822,0.0307,78.61,0.429,7,1,4
Do Me!,Poison,1990-01-01,['Bell Biv DeVoe'],"['new jack swing', 'urban contemporary', 'boy band', 'contemporary r&b', 'r&b']",1990,11,272440,https://open.spotify.com/track/3an1aoJKoBXJKoIfdDbVwf,https://i.scdn.co/image/ab67616d00001e020ce91190aaea70dd4fe020c4,spotify:track:3an1aoJKoBXJKoIfdDbVwf,51,0.134,0.716,0.772,2.15e-06,0.35,-6.816,0.037,107.823,0.671,10,0,4
How Am I Supposed to Live Without You,Soul Provider,1989-06-27,['Michael Bolton'],['soft rock'],1990,12,255666,https://open.spotify.com/track/3RMeOetCdXttthQK0clPuz,https://i.scdn.co/image/ab67616d00001e02e29b51efdf81e17c63880ef0,spotify:track:3RMeOetCdXttthQK0clPuz,72,0.191,0.541,0.44,0.0,0.114,-12.206,0.031,140.273,0.232,10,1,4
Pump Up The Jam,Pump Up The Jam,1989-11-28,['Technotronic'],"['new beat', 'hip house', 'eurodance']",1990,13,320306,https://open.spotify.com/track/21qnJAMtzC6S5SESuqQLEK,https://i.scdn.co/image/ab67616d00001e0291f442ef24b8410ec1e68003,spotify:track:21qnJAMtzC6S5SESuqQLEK,70,0.0147,0.885,0.844,4.49e-06,0.0494,-9.225,0.0733,124.602,0.715,10,0,4
Opposites Attract,Forever Your Girl,1988-01-01,['Paula Abdul'],"['new wave pop', 'soft rock', 'dance pop']",1990,14,265373,https://open.spotify.com/track/7z38bideBRvGAgjXe2SECm,https://i.scdn.co/image/ab67616d00001e02cb3cea7439a97660b3aedb8c,spotify:track:7z38bideBRvGAgjXe2SECm,54,0.0337,0.783,0.842,2.57e-06,0.0519,-8.838,0.054,117.79,0.933,1,1,4
Escapade,Rhythm Nation 1814,1989-09-19,['Janet Jackson'],"['dance pop', 'urban contemporary', 'r&b']",1990,15,283933,https://open.spotify.com/track/5HAv1Ckfe50DUjv8ghwTrz,https://i.scdn.co/image/ab67616d00001e0271511473d9e34fcdc13d90ef,spotify:track:5HAv1Ckfe50DUjv8ghwTrz,58,0.0259,0.806,0.954,0.000617,0.176,-6.741,0.0514,115.229,0.701,1,1,4
All I Wanna Do Is Make Love To You,Brigade,1990-03-25,['Heart'],"['soft rock', 'album rock', 'hard rock', 'heartland rock', 'singer-songwriter', 'classic rock', 'glam metal', 'rock', 'new wave pop', 'mellow gold']",1990,16,310893,https://open.spotify.com/track/5YjKdeES9QRJ8NmF4Xc8pV,https://i.scdn.co/image/ab67616d00001e0257850545c0dc2cc537186070,spotify:track:5YjKdeES9QRJ8NmF4Xc8pV,68,0.16,0.626,0.746,0.0,0.0618,-8.832,0.0282,102.896,0.8,7,1,4
Close To You,Bonafide,1990-01-01,['Maxi Priest'],"['reggae', 'lovers rock', 'reggae fusion']",1990,17,325800,https://open.spotify.com/track/33I3oS8UkebR3KRvqxD9X0,https://i.scdn.co/image/ab67616d00001e022018ad2ff9ade757b886ecef,spotify:track:33I3oS8UkebR3KRvqxD9X0,58,0.0849,0.781,0.478,3.93e-06,0.0877,-15.427,0.0561,95.992,0.962,6,1,4
Black Velvet,Alannah Myles,1989-03-14,['Alannah Myles'],['classic canadian rock'],1990,18,287440,https://open.spotify.com/track/1KU5EHSz04JhGg3rReGJ0N,https://i.scdn.co/image/ab67616d00001e02b335b494476d5b018c96c25a,spotify:track:1KU5EHSz04JhGg3rReGJ0N,73,0.273,0.754,0.366,9.04e-05,0.106,-10.07,0.0312,91.147,0.469,8,1,4
Release Me,Wilson Phillips,1990-05-08,['Wilson Phillips'],"['new wave pop', 'soft rock', 'girl group', 'mellow gold']",1990,19,295693,https://open.spotify.com/track/1rIy3lkFJnMsTLZpxFmYU8,https://i.scdn.co/image/ab67616d00001e023168e1f416b81862ccc83594,spotify:track:1rIy3lkFJnMsTLZpxFmYU8,54,0.448,0.724,0.471,2.5e-06,0.218,-11.143,0.0358,97.211,0.442,0,1,4
Don't Know Much (with Aaron Neville),Cry Like a Rainstorm Howl Like the Wind (feat. Aaron Neville),1989,"['Linda Ronstadt', 'Aaron Neville']","['soft rock', 'heartland rock', 'folk rock', 'singer-songwriter', 'folk', 'country rock', 'mellow gold']",1990,20,211973,https://open.spotify.com/track/5z3ZDMP02xF33yCvPFnct3,https://i.scdn.co/image/ab67616d00001e02b4a5b99fbcdc9ae83a7a2126,spotify:track:5z3ZDMP02xF33yCvPFnct3,66,0.657,0.401,0.285,1.13e-05,0.158,-11.005,0.0327,130.465,0.267,11,1,4
All Around the World - Remastered,Affection,1989,"['Lisa Stansfield', 'Ian Devaney', 'Andy Morris']","['new wave pop', 'synthpop', 'new romantic', 'british soul']",1990,21,265760,https://open.spotify.com/track/1DapqOfkDAQCiKnvfwKo0g,https://i.scdn.co/image/ab67616d00001e022a604708f8cc63898ea5e660,spotify:track:1DapqOfkDAQCiKnvfwKo0g,65,0.573,0.671,0.914,2.77e-06,0.0856,-4.598,0.107,101.201,0.806,1,1,4
I Wanna Be Rich,All the Way,1989-01-01,['Calloway'],[],1990,22,304200,https://open.spotify.com/track/5bqNu0YfNOZpgl34bcJiFQ,https://i.scdn.co/image/ab67616d00001e02707db7bce292f067ae942ed0,spotify:track:5bqNu0YfNOZpgl34bcJiFQ,36,0.0352,0.733,0.781,0.00793,0.147,-10.265,0.0857,114.181,0.869,0,1,4
Rub You The Right Way,Johnny Gill,1990-01-01,['Johnny Gill'],"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1990,23,332306,https://open.spotify.com/track/40xz60ciGIpsRtDqRfPKBE,https://i.scdn.co/image/ab67616d00001e02e6aee8182c77183c535302ae,spotify:track:40xz60ciGIpsRtDqRfPKBE,51,0.0152,0.66,0.873,0.00324,0.331,-6.952,0.0461,111.872,0.864,10,1,4
She Ain't Worth It,Glenn Medeiros,1990-01-01,['Glenn Medeiros'],[],1990,24,218840,https://open.spotify.com/track/3Mn0WiIUimQrekCDxzaCGV,https://i.scdn.co/image/ab67616d00001e02fe317cce868e1b2b616c4d28,spotify:track:3Mn0WiIUimQrekCDxzaCGV,35,0.0424,0.782,0.881,0.0,0.125,-7.763,0.064,102.488,0.908,1,1,4
If Wishes Came True,Love Child,1990,['Sweet Sensation'],['freestyle'],1990,25,315160,https://open.spotify.com/track/5gAdATsfINRIljv4LbrKX2,https://i.scdn.co/image/ab67616d00001e029bc7e09afa66dd08ef340bdd,spotify:track:5gAdATsfINRIljv4LbrKX2,35,0.0944,0.493,0.453,0.00467,0.1,-10.878,0.0248,143.725,0.188,3,1,4
The Power,World Power,1990-01-01,['SNAP!'],"['german techno', 'hip house', 'diva house', 'eurodance']",1990,26,228993,https://open.spotify.com/track/0nQLxiNGbbUoSGrxksETLm,https://i.scdn.co/image/ab67616d00001e0247930301a69fe411d50a6e3e,spotify:track:0nQLxiNGbbUoSGrxksETLm,64,0.0434,0.74,0.88,0.00803,0.341,-7.693,0.0624,108.899,0.707,0,1,4
Can't Live Without Your Love And Affection (Karaoke Version - In The Style Of Nelson),The Karaoke Channel - Top Hits Of 1990,2009-12-10,['The Karaoke Channel'],['karaoke'],1990,27,237221,https://open.spotify.com/track/1YLYfbw1Xb0E7cOGcsz5qj,https://i.scdn.co/image/5116e73d63e1db6d13f5a9dcf60898c1b1b9eaf4,spotify:track:1YLYfbw1Xb0E7cOGcsz5qj,0,0.000321,0.589,0.723,0.0109,0.111,-13.937,0.033,122.075,0.714,1,1,4
Love Will Lead You Back,Can't Fight Fate (Expanded Edition),1989-10-07,['Taylor Dayne'],"['soft rock', 'hi-nrg', 'freestyle', 'new wave pop', 'synthpop', 'new romantic']",1990,28,277600,https://open.spotify.com/track/3HLgjHYaEhKFvV4SSvI9Te,https://i.scdn.co/image/ab67616d00001e022156950bd6d3f5dfaadb7d5b,spotify:track:3HLgjHYaEhKFvV4SSvI9Te,63,0.201,0.547,0.513,0.0,0.0866,-7.006,0.0267,73.214,0.2,1,1,4
Don’t Wanna Fall in Love,Eighties Hits,2023-04-27,['Jane Child'],['new wave pop'],1990,29,247840,https://open.spotify.com/track/6iRhpjEV3dsTPUWHXAYGAM,https://i.scdn.co/image/ab67616d00001e027dc8ebad194d5c262e1acaaf,spotify:track:6iRhpjEV3dsTPUWHXAYGAM,0,0.0155,0.708,0.681,3.37e-05,0.0373,-11.226,0.0422,111.575,0.815,1,1,4
Two To Make It Right,Nothing Matters Without Love,1989,['Seduction'],['freestyle'],1990,30,282266,https://open.spotify.com/track/6GS6uE1vDmtzxO8GztAR2O,https://i.scdn.co/image/ab67616d00001e0219b805cdb8ece5b408b143fa,spotify:track:6GS6uE1vDmtzxO8GztAR2O,44,0.204,0.772,0.598,0.00345,0.513,-10.857,0.0429,114.419,0.717,7,0,4
Sending All My Love,Linear,2005-02-08,['Linear'],['freestyle'],1990,31,234066,https://open.spotify.com/track/6zNPPFFrxmhpTQejOn1Wm1,https://i.scdn.co/image/ab67616d00001e02807ee983ccef2522aceba219,spotify:track:6zNPPFFrxmhpTQejOn1Wm1,56,0.000407,0.703,0.517,0.0969,0.0963,-13.644,0.0529,104.833,0.768,7,1,4
Unskinny Bop,Flesh & Blood,1990,['Poison'],"['glam metal', 'album rock', 'hard rock', 'rock']",1990,32,228066,https://open.spotify.com/track/1Z6lKdYhwp8WYoBqGCKxlM,https://i.scdn.co/image/ab67616d00001e02ab1c39d5972e681e9662a35c,spotify:track:1Z6lKdYhwp8WYoBqGCKxlM,64,0.0657,0.574,0.93,7.78e-06,0.108,-2.949,0.0413,92.303,0.69,1,1,4
Step by Step,Step By Step,1990-06-04,['New Kids On The Block'],['boy band'],1990,33,267293,https://open.spotify.com/track/6J6RWKCPN5RFKHUKEUFjxS,https://i.scdn.co/image/ab67616d00001e02f4a3db1e7551dab2fb1c06e2,spotify:track:6J6RWKCPN5RFKHUKEUFjxS,62,0.0274,0.787,0.63,6.69e-06,0.161,-12.295,0.0609,125.347,0.882,0,1,4
Dangerous,Look Sharp!,1988-10-19,['Roxette'],"['swedish pop', 'europop']",1990,34,228866,https://open.spotify.com/track/7LwsqxyIqOCF9vbdHmdIvT,https://i.scdn.co/image/ab67616d00001e02df5802b1cc1533f54255e2d1,spotify:track:7LwsqxyIqOCF9vbdHmdIvT,45,0.0485,0.712,0.898,7.76e-06,0.148,-4.893,0.0336,124.409,0.961,4,1,4
We Didn't Start the Fire,Storm Front,1989-10-17,['Billy Joel'],"['soft rock', 'album rock', 'heartland rock', 'piano rock', 'singer-songwriter', 'classic rock', 'rock', 'mellow gold']",1990,35,287733,https://open.spotify.com/track/3Cx4yrFaX8CeHwBMReOWXI,https://i.scdn.co/image/ab67616d00001e021946747b8692919f98918ec4,spotify:track:3Cx4yrFaX8CeHwBMReOWXI,77,0.0771,0.712,0.967,0.0,0.356,-5.206,0.047,145.024,0.895,7,1,4
